700	14	14	1
695	11	25	15
690	9	34	26
685	18	52	35
680	21	73	53
675	41	114	74
670	51	165	115
665	64	229	166
660	70	299	230
655	94	393	300
650	118	511	394
645	148	659	512
640	165	824	660
635	201	1025	825
630	218	1243	1026
625	270	1513	1244
620	279	1792	1514
615	314	2106	1793
610	351	2457	2107
605	378	2835	2458
600	378	3213	2836
595	446	3659	3214
590	472	4131	3660
585	511	4642	4132
580	514	5156	4643
575	540	5696	5157
570	557	6253	5697
565	590	6843	6254
560	627	7470	6844
555	619	8089	7471
550	617	8706	8090
545	649	9355	8707
540	639	9994	9356
535	674	10668	9995
530	672	11340	10669
525	752	12092	11341
520	750	12842	12093
515	714	13556	12843
510	772	14328	13557
505	787	15115	14329
500	816	15931	15116
495	809	16740	15932
490	850	17590	16741
485	843	18433	17591
480	849	19282	18434
475	888	20170	19283
470	860	21030	20171
465	869	21899	21031
460	934	22833	21900
455	860	23693	22834
450	896	24589	23694
445	905	25494	24590
440	899	26393	25495
435	882	27275	26394
430	843	28118	27276
425	827	28945	28119
420	724	29669	28946
415	772	30441	29670
410	694	31135	30442
405	693	31828	31136
400	752	32580	31829
395	631	33211	32581
390	667	33878	33212
385	615	34493	33879
380	560	35053	34494
375	569	35622	35054
370	586	36208	35623
365	555	36763	36209
360	465	37228	36764
355	461	37689	37229
350	419	38108	37690
